 ,0,1,2,3,4,5,6,7,8,9
0,973,1,1,0,0,1,3,1,0,0
1,0,1129,3,1,0,0,1,0,0,1
2,7,1,1005,0,1,0,3,10,5,0
3,0,0,3,975,1,11,0,7,11,2
4,2,0,0,0,955,1,5,1,0,18
5,3,1,0,8,0,869,4,1,1,5
6,3,4,0,0,2,1,948,0,0,0
7,0,15,8,1,2,0,0,993,0,9
8,3,0,3,13,1,8,4,3,934,5
9,3,3,1,5,7,3,1,5,4,977
